202012291125,-4.2,27270.0
202012291129,-2.2,27270.0
202012291133,-5.8,27305.0
202012291137,-2.2,27285.0
202012291141,-3.0,27305.0
202012291144,-0.4,27290.0
202012291149,-0.2,27295.0
202012291152,-7.84,27288.5
202012291157,-3.4,27285.0
202012291201,-10.4,27270.0
202012291205,-7.6,27270.0
202012291208,-4.0,27295.0
202012291213,-6.0,27270.0
202012291216,-6.2,27265.0
202012291221,-4.6,27255.0
202012291225,5.4,27240.0
202012291229,8.4,27250.0
202012291233,8.0,27225.0
202012291236,3.6,27250.0
202012291241,4.8,27230.0
202012291245,0.4,27245.0
202012291248,0.2,27245.0
202012291253,5.8,27255.0
202012291257,4.2,27275.0
202012291301,9.4,27280.0
202012291304,5.8,27275.0
202012291309,-6.6,27280.0
202012291313,-10.8,27310.0
202012291316,-7.6,27320.0
202012291320,-11.4,27345.0
202012291325,-13.4,27355.0
202012291328,-9.4,27335.0
202012291333,-7.14,27360.0
202012291337,-5.0,27360.0
202012291341,-6.6,27405.0
202012291345,-5.32,27409.5
202012291348,-10.4,27410.0
202012291353,-6.8,27425.0
202012291357,-12.2,27460.0
202012291401,-5.2,27475.0
202012291405,-3.7,27475.0
202012291408,-4.0,27475.0
202012291413,-0.8,27470.0
202012291417,-8.4,27460.0
202012291422,-9.0,27480.0
202012291425,-6.8,27490.0
202012291429,-6.8,27490.0
202012291433,-0.6,27520.0
202012291437,-6.2,27545.0
202012291441,-6.4,27570.0
202012291444,-1.8,27555.0
202012291449,-0.4,27545.0
202012291453,-1.2,27580.0
202012291457,-4.2,27575.0
202012291502,-13.8,27540.0
202012291505,-9.6,27545.0
202012291507,-11.6,27525.0
202012291508,-17.6,27525.0
